Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Volatility_20d
2000-02-01,0.9285709857940674,0.9375,0.892857015132904,0.8950889706611633,0.7618268132209778,318035200,-0.033734861062464816,0.8630193151847372
2000-02-02,0.8995540142059326,0.9118300080299376,0.8660709857940674,0.8822540044784546,0.7509025931358337,464195200,-0.014339505902866367,0.8109286086194903
2000-02-03,0.8956469893455505,0.9308040142059326,0.8950889706611633,0.9224330186843872,0.7850995659828186,475193600,0.045541156948433636,0.825910197154832
2000-02-04,0.928013026714325,0.982142984867096,0.9252229928970336,0.9642860293388368,0.8207216858863831,425320000,0.0453727418113794,0.7715198303632191
2000-02-05,,,,,,0,0.0,
2000-02-06,,,,,,0,0.0,
2000-02-07,0.9642860293388368,1.020089030265808,0.9458709955215454,1.0184149742126465,0.8667916059494019,441067200,0.05613342605083371,0.7781192290370178
2000-02-08,1.0178569555282593,1.036829948425293,0.9933040142059326,1.025670051574707,0.8729668855667114,408643200,0.007124295591840468,0.772270507276219
2000-02-09,1.0189729928970337,1.0457589626312256,1.003906011581421,1.005579948425293,0.8558674454689026,299364800,-0.019587730509053936,0.7472673462224955
2000-02-10,1.0078129768371582,1.0167410373687744,0.982142984867096,1.0133930444717407,0.8625172972679138,302982400,0.007769721624787396,0.6993277186265291
2000-02-11,1.0145089626312256,1.0189729928970337,0.966517984867096,0.970982015132904,0.8264207243919373,212251200,-0.04185025968791012,0.6281198562338983
2000-02-12,,,,,,0,0.0,
2000-02-13,,,,,,0,0.0,
2000-02-14,0.9760040044784546,1.0345979928970337,0.9698659777641296,1.0340399742126465,0.8800904154777527,367539200,0.06494233445719111,0.652705929328494
2000-02-15,1.0290180444717407,1.0708709955215454,1.0284600257873535,1.0625,0.9043132066726683,485744000,0.027523071231001284,0.6492109880712136
2000-02-16,1.051339030265808,1.0546879768371582,1.0011160373687744,1.0189729928970337,0.8672664761543274,378246400,-0.040966702957541457,0.6675979530968845
2000-02-17,1.0284600257873535,1.03125,1.010045051574707,1.025670051574707,0.8729668855667114,289497600,0.006572846488499096,0.6280187529040643
2000-02-18,1.0234379768371582,1.0301339626312256,0.9899550080299376,0.9933040142059326,0.8454193472862244,233441600,-0.03155622365057276,0.6348440532906454
2000-02-19,,,,,,0,0.0,
2000-02-20,,,,,,0,0.0,
2000-02-21,,,,,,0,0.0,
2000-02-22,0.9832590222358704,1.0440850257873535,0.9525669813156128,1.0161830186843872,0.8648920655250549,422296000,0.023033206303283205,0.6149688753064754
